epoch,train_loss,val_mae,val_rmse,val_bias,val_n_samples,val_smart_persistence_mae,val_smart_persistence_rmse,val_coverage_80,val_pinball_q10_w,val_pinball_q90_w,val_mean_interval_width_w,val_scale_multiplier,val_gate_sun_mean,val_weather_overcast_n,val_weather_overcast_rmse,val_weather_overcast_mae,val_weather_overcast_smart_persistence_rmse,val_weather_overcast_smart_persistence_mae,val_stable_weather_n,val_stable_weather_rmse,val_stable_weather_mae,val_stable_weather_smart_persistence_rmse,val_stable_weather_smart_persistence_mae
1,-0.18796918541193008,1555.1747130464123,2484.193989303889,-750.9497181916565,20,1410.6620257889695,2263.262983422359,1.0,762.3049926757812,2138.4659817246716,29007.709744004533,1.0,0.5215878486633301,20,2484.193989303889,1555.1747130464123,2263.262983422359,1410.6620257889695,20,2484.193989303889,1555.1747130464123,2263.262983422359,1410.6620257889695
2,-0.2073686420917511,1533.4477722862387,2431.260687128089,-604.9202969196297,20,1410.6620257889695,2263.262983422359,1.0,762.3049926757812,2126.5075278553577,28888.12520531139,1.0,0.5246173143386841,20,2431.260687128089,1533.4477722862387,2263.262983422359,1410.6620257889695,20,2431.260687128089,1533.4477722862387,2263.262983422359,1410.6620257889695
