epoch,train_loss,val_mae,val_rmse,val_bias,val_n_samples,val_baseline_mae,val_baseline_rmse,val_smart_persistence_mae,val_smart_persistence_rmse,val_persistence_mae,val_persistence_rmse,val_coverage_80,val_pinball_q10_w,val_pinball_q90_w,val_mean_interval_width_w,val_scale_multiplier,val_weather_cloudy_n,val_weather_cloudy_rmse,val_weather_cloudy_mae,val_weather_partly_cloudy_n,val_weather_partly_cloudy_rmse,val_weather_partly_cloudy_mae
11,-0.9200446705023447,4075.755656360142,5636.649690437236,-743.7378139251994,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.803921568627451,1068.0764488459522,888.6547536380982,12509.633114567381,1.0,79,5701.306375263967,4038.978943286536,23,5408.684467355987,4202.075670830353
12,-0.9897932171821594,4176.579609230106,5694.288036506463,-651.0308598029021,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7647058823529411,1113.0782384783745,883.4170761697027,11250.323890347578,1.0,79,5760.78175376003,4132.767626492152,23,5459.732235883554,4327.064245590905
13,-0.9278129657109578,4238.53175721759,5700.1692232125415,-1080.9843248015488,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7549019607843137,1080.1651068322851,882.9139174103592,11104.67307551029,1.0,79,5771.921932800503,4236.208793370925,23,5446.519569186923,4246.510633038742
14,-0.9738121708234151,3729.0353614566047,5567.114833754434,175.56498817802526,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7745098039215687,1124.603576127695,906.7352272611045,10969.13679336339,1.0,79,5570.88844723639,3506.9231099901363,23,5554.133764623795,4491.942659971866
15,-0.9464634001255036,4406.98409928372,5804.763418157393,-1248.3449744037205,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7450980392156863,1106.2292102985875,888.1759382124452,11399.771105535578,1.0,79,5924.906908000651,4450.585990580108,23,5371.669496574854,4257.221081352646
16,-1.0181275685628255,3910.133311449132,5667.940966225771,-311.7698762453864,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7450980392156863,1113.8492396398724,911.2849204181795,11087.972499281846,1.0,79,5759.6909813941875,3814.4128930833976,23,5340.808493445393,4238.912139748831
17,-1.0178147395451864,4082.681981562051,5650.346676418483,-835.2852401582824,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7549019607843137,1061.326755356923,893.6904466338344,10859.087902981277,1.0,79,5775.981984849353,4105.431158723703,23,5195.73038864282,4004.5435034850734
18,-1.0583089272181192,4124.347377271754,5675.8356311061425,-763.7993457939787,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7549019607843137,1086.3737438301748,893.7526095914233,10417.198506304438,1.0,79,5812.763325887345,4165.093626824227,23,5178.013931062519,3984.3928679393493
19,-1.047330782810847,3853.366487489162,5674.610948001428,-30.362507476092443,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7352941176470589,1132.0318584722615,929.6012726902142,9443.19768091698,1.0,79,5717.502009481609,3714.1056428088914,23,5524.753981909806,4331.69721486922
20,-1.0762823780377706,4101.5939298090225,5747.549396485024,-760.4813051995452,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7058823529411765,1111.9613931677695,955.0241125501921,9564.864984992086,1.0,79,5821.308282362894,4083.504271538931,23,5486.6568394026435,4163.727973432381
21,-1.1064094702402751,3775.459196535301,5713.912435764338,266.1733346118982,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7450980392156863,1127.3388832088522,958.9016552058054,9581.823759791754,1.0,79,5729.765181971463,3577.072010077025,23,5659.123487221604,4456.876054370249
22,-1.1171990434328716,4218.015040887377,5833.03789498257,-468.9315848887622,102,3502.3078219864046,5759.75695075113,3502.3078219864046,5759.75695075113,4159.343118106618,5967.940832316512,0.7156862745098039,1157.3166116445332,975.3252400050504,9718.503136360181,1.0,79,5878.899993833998,4162.839084003352,23,5672.688285093548,4407.532458010767
