epoch,train_loss,val_mae,val_rmse,val_bias,val_n_samples,val_smart_persistence_mae,val_smart_persistence_rmse,val_coverage_80,val_pinball_q10_w,val_pinball_q90_w,val_mean_interval_width_w,val_scale_multiplier,val_gate_sun_mean,val_weather_overcast_n,val_weather_overcast_rmse,val_weather_overcast_mae,val_weather_overcast_smart_persistence_rmse,val_weather_overcast_smart_persistence_mae,val_stable_weather_n,val_stable_weather_rmse,val_stable_weather_mae,val_stable_weather_smart_persistence_rmse,val_stable_weather_smart_persistence_mae
1,-0.1874665841460228,1838.1542593642516,2614.0843418446066,-890.1848790344234,26,1762.5119128570043,2483.5011991720685,1.0,971.984609750601,2171.6503222853967,31436.34932035998,1.0,0.5206836462020874,26,2614.0843418446066,1838.1542593642516,2483.5011991720685,1762.5119128570043,26,2614.0843418446066,1838.1542593642516,2483.5011991720685,1762.5119128570043
2,-0.2072574347257614,1824.1938848210302,2589.9695494896755,-826.0194884209569,26,1762.5119128570043,2483.5011991720685,1.0,971.984609750601,2148.699432023405,31206.840417740055,1.0,0.5241702795028687,26,2589.9695494896755,1824.1938848210302,2483.5011991720685,1762.5119128570043,26,2589.9695494896755,1824.1938848210302,2483.5011991720685,1762.5119128570043
