date,ts_anchor,image_path,out_path,sun_x_px,sun_y_px,azimuth_deg,zenith_deg
2026-01-18,2026-01-18 07:30:00+08:00,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-18/192.168.10.2_01_20260118072959665_TIMING.jpg,/Users/huangchouyue/Projects/PVPF/new-model/artifacts/sanity_check_sun_2026-01-18_recalibrated_v3/2026-01-18/sun_overlay_20260118_0730.png,49.9322603149605,220.20563438005405,114.44806820006517,85.47437580018087
2026-01-18,2026-01-18 09:15:00+08:00,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-18/192.168.10.2_01_20260118091505774_TIMING.jpg,/Users/huangchouyue/Projects/PVPF/new-model/artifacts/sanity_check_sun_2026-01-18_recalibrated_v3/2026-01-18/sun_overlay_20260118_0915.png,88.31113127673274,204.83989044124104,127.96346436586714,64.63776969760798
2026-01-18,2026-01-18 10:45:00+08:00,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-18/192.168.10.2_01_20260118104511003_TIMING.jpg,/Users/huangchouyue/Projects/PVPF/new-model/artifacts/sanity_check_sun_2026-01-18_recalibrated_v3/2026-01-18/sun_overlay_20260118_1045.png,120.11360985467668,189.56937114312876,146.43270671131097,50.367450673326346
2026-01-18,2026-01-18 12:30:00+08:00,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-18/192.168.10.2_01_20260118123017106_TIMING.jpg,/Users/huangchouyue/Projects/PVPF/new-model/artifacts/sanity_check_sun_2026-01-18_recalibrated_v3/2026-01-18/sun_overlay_20260118_1230.png,155.9821050842909,169.54753355875812,178.88973071971736,42.88637171640988
2026-01-18,2026-01-18 14:15:00+08:00,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-18/192.168.10.2_01_20260118141523217_TIMING.jpg,/Users/huangchouyue/Projects/PVPF/new-model/artifacts/sanity_check_sun_2026-01-18_recalibrated_v3/2026-01-18/sun_overlay_20260118_1415.png,190.48636612679,147.2542027128173,211.91936697391725,49.5349075380958
2026-01-18,2026-01-18 15:45:00+08:00,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-18/192.168.10.2_01_20260118154528425_TIMING.jpg,/Users/huangchouyue/Projects/PVPF/new-model/artifacts/sanity_check_sun_2026-01-18_recalibrated_v3/2026-01-18/sun_overlay_20260118_1545.png,218.8887810641803,126.3223666187136,231.01851810565284,63.434156950664686
2026-01-18,2026-01-18 17:30:00+08:00,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-18/192.168.10.2_01_20260118172934453_TIMING.jpg,/Users/huangchouyue/Projects/PVPF/new-model/artifacts/sanity_check_sun_2026-01-18_recalibrated_v3/2026-01-18/sun_overlay_20260118_1730.png,250.46008719118703,99.6209220004108,244.9580808625633,84.08135654061725
