ts_anchor,ts_target,past_pv,target
2025-08-24 16:15:00+08:00,2025-08-24 16:30:00+08:00,"[28384.666, 34858.668, 15867.333, 24117.666, 24866.0, 19842.666, 10475.667, 8299.667]",7934.6665
2025-08-24 16:30:00+08:00,2025-08-24 16:45:00+08:00,"[34858.668, 15867.333, 24117.666, 24866.0, 19842.666, 10475.667, 8299.667, 8474.0]",6443.3335
2025-08-24 16:45:00+08:00,2025-08-24 17:00:00+08:00,"[15867.333, 24117.666, 24866.0, 19842.666, 10475.667, 8299.667, 8474.0, 7934.6665]",5842.3335
2025-08-24 17:00:00+08:00,2025-08-24 17:15:00+08:00,"[24117.666, 24866.0, 19842.666, 10475.667, 8299.667, 8474.0, 7934.6665, 6443.3335]",3828.3333
2025-08-24 17:15:00+08:00,2025-08-24 17:30:00+08:00,"[24866.0, 19842.666, 10475.667, 8299.667, 8474.0, 7934.6665, 6443.3335, 5842.3335]",3402.0
2025-08-24 17:30:00+08:00,2025-08-24 17:45:00+08:00,"[19842.666, 10475.667, 8299.667, 8474.0, 7934.6665, 6443.3335, 5842.3335, 3828.3333]",2465.3333
2025-08-24 17:45:00+08:00,2025-08-24 18:00:00+08:00,"[10475.667, 8299.667, 8474.0, 7934.6665, 6443.3335, 5842.3335, 3828.3333, 3402.0]",1322.6666
2025-08-24 18:00:00+08:00,2025-08-24 18:15:00+08:00,"[8299.667, 8474.0, 7934.6665, 6443.3335, 5842.3335, 3828.3333, 3402.0, 2465.3333]",256.0
2025-08-24 18:15:00+08:00,2025-08-24 18:30:00+08:00,"[8474.0, 7934.6665, 6443.3335, 5842.3335, 3828.3333, 3402.0, 2465.3333, 1322.6666]",28.666666
2025-08-25 08:00:00+08:00,2025-08-25 08:15:00+08:00,"[69.666664, 522.3333, 1727.6666, 2499.6667, 3113.6667, 9112.0, 9875.667, 12653.667]",15393.0
2025-08-25 08:15:00+08:00,2025-08-25 08:30:00+08:00,"[522.3333, 1727.6666, 2499.6667, 3113.6667, 9112.0, 9875.667, 12653.667, 17353.666]",18545.334
2025-08-25 08:30:00+08:00,2025-08-25 08:45:00+08:00,"[1727.6666, 2499.6667, 3113.6667, 9112.0, 9875.667, 12653.667, 17353.666, 15393.0]",21138.666
2025-08-25 08:45:00+08:00,2025-08-25 09:00:00+08:00,"[2499.6667, 3113.6667, 9112.0, 9875.667, 12653.667, 17353.666, 15393.0, 18545.334]",27326.666
2025-08-25 09:00:00+08:00,2025-08-25 09:15:00+08:00,"[3113.6667, 9112.0, 9875.667, 12653.667, 17353.666, 15393.0, 18545.334, 21138.666]",28077.666
2025-08-25 09:15:00+08:00,2025-08-25 09:30:00+08:00,"[9112.0, 9875.667, 12653.667, 17353.666, 15393.0, 18545.334, 21138.666, 27326.666]",28737.0
2025-08-25 09:30:00+08:00,2025-08-25 09:45:00+08:00,"[9875.667, 12653.667, 17353.666, 15393.0, 18545.334, 21138.666, 27326.666, 28077.666]",34789.0
2025-08-25 09:45:00+08:00,2025-08-25 10:00:00+08:00,"[12653.667, 17353.666, 15393.0, 18545.334, 21138.666, 27326.666, 28077.666, 28737.0]",28797.334
2025-08-25 10:00:00+08:00,2025-08-25 10:15:00+08:00,"[17353.666, 15393.0, 18545.334, 21138.666, 27326.666, 28077.666, 28737.0, 34789.0]",37213.668
2025-08-25 10:15:00+08:00,2025-08-25 10:30:00+08:00,"[15393.0, 18545.334, 21138.666, 27326.666, 28077.666, 28737.0, 34789.0, 28797.334]",36059.332
2025-08-25 10:30:00+08:00,2025-08-25 10:45:00+08:00,"[18545.334, 21138.666, 27326.666, 28077.666, 28737.0, 34789.0, 28797.334, 37213.668]",37628.668
2025-08-25 10:45:00+08:00,2025-08-25 11:00:00+08:00,"[21138.666, 27326.666, 28077.666, 28737.0, 34789.0, 28797.334, 37213.668, 36059.332]",39688.668
2025-08-25 11:00:00+08:00,2025-08-25 11:15:00+08:00,"[27326.666, 28077.666, 28737.0, 34789.0, 28797.334, 37213.668, 36059.332, 37628.668]",32258.666
2025-08-25 11:15:00+08:00,2025-08-25 11:30:00+08:00,"[28077.666, 28737.0, 34789.0, 28797.334, 37213.668, 36059.332, 37628.668, 39688.668]",29955.666
2025-08-25 11:30:00+08:00,2025-08-25 11:45:00+08:00,"[28737.0, 34789.0, 28797.334, 37213.668, 36059.332, 37628.668, 39688.668, 32258.666]",30942.666
2025-08-25 11:45:00+08:00,2025-08-25 12:00:00+08:00,"[34789.0, 28797.334, 37213.668, 36059.332, 37628.668, 39688.668, 32258.666, 29955.666]",34362.0
2025-08-25 12:00:00+08:00,2025-08-25 12:15:00+08:00,"[28797.334, 37213.668, 36059.332, 37628.668, 39688.668, 32258.666, 29955.666, 30942.666]",39279.0
2025-08-25 12:15:00+08:00,2025-08-25 12:30:00+08:00,"[37213.668, 36059.332, 37628.668, 39688.668, 32258.666, 29955.666, 30942.666, 34362.0]",37637.332
2025-08-25 12:30:00+08:00,2025-08-25 12:45:00+08:00,"[36059.332, 37628.668, 39688.668, 32258.666, 29955.666, 30942.666, 34362.0, 39279.0]",34839.668
2025-08-25 12:45:00+08:00,2025-08-25 13:00:00+08:00,"[37628.668, 39688.668, 32258.666, 29955.666, 30942.666, 34362.0, 39279.0, 37637.332]",43344.0
2025-08-25 13:00:00+08:00,2025-08-25 13:15:00+08:00,"[39688.668, 32258.666, 29955.666, 30942.666, 34362.0, 39279.0, 37637.332, 34839.668]",46043.0
2025-08-25 13:15:00+08:00,2025-08-25 13:30:00+08:00,"[32258.666, 29955.666, 30942.666, 34362.0, 39279.0, 37637.332, 34839.668, 43344.0]",42472.668
2025-08-25 13:30:00+08:00,2025-08-25 13:45:00+08:00,"[29955.666, 30942.666, 34362.0, 39279.0, 37637.332, 34839.668, 43344.0, 46043.0]",33056.0
2025-08-25 13:45:00+08:00,2025-08-25 14:00:00+08:00,"[30942.666, 34362.0, 39279.0, 37637.332, 34839.668, 43344.0, 46043.0, 42472.668]",27784.666
2025-08-25 14:00:00+08:00,2025-08-25 14:15:00+08:00,"[34362.0, 39279.0, 37637.332, 34839.668, 43344.0, 46043.0, 42472.668, 33056.0]",24469.334
2025-08-25 14:15:00+08:00,2025-08-25 14:30:00+08:00,"[39279.0, 37637.332, 34839.668, 43344.0, 46043.0, 42472.668, 33056.0, 27784.666]",22682.666
2025-08-25 14:30:00+08:00,2025-08-25 14:45:00+08:00,"[37637.332, 34839.668, 43344.0, 46043.0, 42472.668, 33056.0, 27784.666, 24469.334]",19320.666
2025-08-25 14:45:00+08:00,2025-08-25 15:00:00+08:00,"[34839.668, 43344.0, 46043.0, 42472.668, 33056.0, 27784.666, 24469.334, 22682.666]",13900.333
2025-08-25 15:00:00+08:00,2025-08-25 15:15:00+08:00,"[43344.0, 46043.0, 42472.668, 33056.0, 27784.666, 24469.334, 22682.666, 19320.666]",13955.333
2025-08-25 15:15:00+08:00,2025-08-25 15:30:00+08:00,"[46043.0, 42472.668, 33056.0, 27784.666, 24469.334, 22682.666, 19320.666, 13900.333]",16593.334
2025-08-25 15:30:00+08:00,2025-08-25 15:45:00+08:00,"[42472.668, 33056.0, 27784.666, 24469.334, 22682.666, 19320.666, 13900.333, 13955.333]",15852.667
2025-08-25 15:45:00+08:00,2025-08-25 16:00:00+08:00,"[33056.0, 27784.666, 24469.334, 22682.666, 19320.666, 13900.333, 13955.333, 16593.334]",14630.0
2025-08-25 16:00:00+08:00,2025-08-25 16:15:00+08:00,"[27784.666, 24469.334, 22682.666, 19320.666, 13900.333, 13955.333, 16593.334, 15852.667]",12309.0
2025-08-25 16:15:00+08:00,2025-08-25 16:30:00+08:00,"[24469.334, 22682.666, 19320.666, 13900.333, 13955.333, 16593.334, 15852.667, 14630.0]",10770.667
2025-08-25 16:30:00+08:00,2025-08-25 16:45:00+08:00,"[22682.666, 19320.666, 13900.333, 13955.333, 16593.334, 15852.667, 14630.0, 12309.0]",9035.333
2025-08-25 16:45:00+08:00,2025-08-25 17:00:00+08:00,"[19320.666, 13900.333, 13955.333, 16593.334, 15852.667, 14630.0, 12309.0, 10770.667]",7508.0
2025-08-25 17:00:00+08:00,2025-08-25 17:15:00+08:00,"[13900.333, 13955.333, 16593.334, 15852.667, 14630.0, 12309.0, 10770.667, 9035.333]",5306.3335
2025-08-25 17:15:00+08:00,2025-08-25 17:30:00+08:00,"[13955.333, 16593.334, 15852.667, 14630.0, 12309.0, 10770.667, 9035.333, 7508.0]",3843.3333
2025-08-25 17:30:00+08:00,2025-08-25 17:45:00+08:00,"[16593.334, 15852.667, 14630.0, 12309.0, 10770.667, 9035.333, 7508.0, 5306.3335]",2347.6667
2025-08-25 17:45:00+08:00,2025-08-25 18:00:00+08:00,"[15852.667, 14630.0, 12309.0, 10770.667, 9035.333, 7508.0, 5306.3335, 3843.3333]",1242.0
2025-08-25 18:00:00+08:00,2025-08-25 18:15:00+08:00,"[14630.0, 12309.0, 10770.667, 9035.333, 7508.0, 5306.3335, 3843.3333, 2347.6667]",127.333336
2025-08-26 08:00:00+08:00,2025-08-26 08:15:00+08:00,"[102.0, 1240.6666, 3927.6667, 6728.0, 10048.0, 9199.667, 9715.0, 15401.667]",27872.0
2025-08-26 08:15:00+08:00,2025-08-26 08:30:00+08:00,"[1240.6666, 3927.6667, 6728.0, 10048.0, 9199.667, 9715.0, 15401.667, 21768.666]",24590.666
2025-08-26 08:30:00+08:00,2025-08-26 08:45:00+08:00,"[3927.6667, 6728.0, 10048.0, 9199.667, 9715.0, 15401.667, 21768.666, 27872.0]",24377.334
2025-08-26 08:45:00+08:00,2025-08-26 09:00:00+08:00,"[6728.0, 10048.0, 9199.667, 9715.0, 15401.667, 21768.666, 27872.0, 24590.666]",33582.668
2025-08-26 09:00:00+08:00,2025-08-26 09:15:00+08:00,"[10048.0, 9199.667, 9715.0, 15401.667, 21768.666, 27872.0, 24590.666, 24377.334]",38322.668
2025-08-26 09:15:00+08:00,2025-08-26 09:30:00+08:00,"[9199.667, 9715.0, 15401.667, 21768.666, 27872.0, 24590.666, 24377.334, 33582.668]",20706.334
2025-08-26 09:30:00+08:00,2025-08-26 09:45:00+08:00,"[9715.0, 15401.667, 21768.666, 27872.0, 24590.666, 24377.334, 33582.668, 38322.668]",23234.0
2025-08-26 09:45:00+08:00,2025-08-26 10:00:00+08:00,"[15401.667, 21768.666, 27872.0, 24590.666, 24377.334, 33582.668, 38322.668, 20706.334]",33283.332
2025-08-26 10:00:00+08:00,2025-08-26 10:15:00+08:00,"[21768.666, 27872.0, 24590.666, 24377.334, 33582.668, 38322.668, 20706.334, 23234.0]",39591.668
2025-08-26 10:15:00+08:00,2025-08-26 10:30:00+08:00,"[27872.0, 24590.666, 24377.334, 33582.668, 38322.668, 20706.334, 23234.0, 33283.332]",44236.0
2025-08-26 10:30:00+08:00,2025-08-26 10:45:00+08:00,"[24590.666, 24377.334, 33582.668, 38322.668, 20706.334, 23234.0, 33283.332, 39591.668]",36470.332
2025-08-26 10:45:00+08:00,2025-08-26 11:00:00+08:00,"[24377.334, 33582.668, 38322.668, 20706.334, 23234.0, 33283.332, 39591.668, 44236.0]",22666.0
2025-08-26 11:00:00+08:00,2025-08-26 11:15:00+08:00,"[33582.668, 38322.668, 20706.334, 23234.0, 33283.332, 39591.668, 44236.0, 36470.332]",47978.332
2025-08-26 11:15:00+08:00,2025-08-26 11:30:00+08:00,"[38322.668, 20706.334, 23234.0, 33283.332, 39591.668, 44236.0, 36470.332, 22666.0]",46402.0
2025-08-26 11:30:00+08:00,2025-08-26 11:45:00+08:00,"[20706.334, 23234.0, 33283.332, 39591.668, 44236.0, 36470.332, 22666.0, 47978.332]",46369.668
2025-08-26 11:45:00+08:00,2025-08-26 12:00:00+08:00,"[23234.0, 33283.332, 39591.668, 44236.0, 36470.332, 22666.0, 47978.332, 46402.0]",46594.0
2025-08-26 12:00:00+08:00,2025-08-26 12:15:00+08:00,"[33283.332, 39591.668, 44236.0, 36470.332, 22666.0, 47978.332, 46402.0, 46369.668]",46723.668
2025-08-26 12:15:00+08:00,2025-08-26 12:30:00+08:00,"[39591.668, 44236.0, 36470.332, 22666.0, 47978.332, 46402.0, 46369.668, 46594.0]",46890.332
2025-08-26 12:30:00+08:00,2025-08-26 12:45:00+08:00,"[44236.0, 36470.332, 22666.0, 47978.332, 46402.0, 46369.668, 46594.0, 46723.668]",46501.668
2025-08-26 12:45:00+08:00,2025-08-26 13:00:00+08:00,"[36470.332, 22666.0, 47978.332, 46402.0, 46369.668, 46594.0, 46723.668, 46890.332]",46088.668
2025-08-26 13:00:00+08:00,2025-08-26 13:15:00+08:00,"[22666.0, 47978.332, 46402.0, 46369.668, 46594.0, 46723.668, 46890.332, 46501.668]",45192.332
2025-08-26 13:15:00+08:00,2025-08-26 13:30:00+08:00,"[47978.332, 46402.0, 46369.668, 46594.0, 46723.668, 46890.332, 46501.668, 46088.668]",44227.668
2025-08-26 13:30:00+08:00,2025-08-26 13:45:00+08:00,"[46402.0, 46369.668, 46594.0, 46723.668, 46890.332, 46501.668, 46088.668, 45192.332]",43184.668
2025-08-26 13:45:00+08:00,2025-08-26 14:00:00+08:00,"[46369.668, 46594.0, 46723.668, 46890.332, 46501.668, 46088.668, 45192.332, 44227.668]",40872.0
2025-08-26 14:00:00+08:00,2025-08-26 14:15:00+08:00,"[46594.0, 46723.668, 46890.332, 46501.668, 46088.668, 45192.332, 44227.668, 43184.668]",39097.0
2025-08-26 14:15:00+08:00,2025-08-26 14:30:00+08:00,"[46723.668, 46890.332, 46501.668, 46088.668, 45192.332, 44227.668, 43184.668, 40872.0]",37719.0
2025-08-26 14:30:00+08:00,2025-08-26 14:45:00+08:00,"[46890.332, 46501.668, 46088.668, 45192.332, 44227.668, 43184.668, 40872.0, 39097.0]",36131.332
2025-08-26 14:45:00+08:00,2025-08-26 15:00:00+08:00,"[46501.668, 46088.668, 45192.332, 44227.668, 43184.668, 40872.0, 39097.0, 37719.0]",34221.668
2025-08-26 15:00:00+08:00,2025-08-26 15:15:00+08:00,"[46088.668, 45192.332, 44227.668, 43184.668, 40872.0, 39097.0, 37719.0, 36131.332]",32040.0
2025-08-26 15:15:00+08:00,2025-08-26 15:30:00+08:00,"[45192.332, 44227.668, 43184.668, 40872.0, 39097.0, 37719.0, 36131.332, 34221.668]",29069.666
2025-08-26 15:30:00+08:00,2025-08-26 15:45:00+08:00,"[44227.668, 43184.668, 40872.0, 39097.0, 37719.0, 36131.332, 34221.668, 32040.0]",26665.0
2025-08-26 15:45:00+08:00,2025-08-26 16:00:00+08:00,"[43184.668, 40872.0, 39097.0, 37719.0, 36131.332, 34221.668, 32040.0, 29069.666]",23202.334
2025-08-26 16:00:00+08:00,2025-08-26 16:15:00+08:00,"[40872.0, 39097.0, 37719.0, 36131.332, 34221.668, 32040.0, 29069.666, 26665.0]",20355.0
2025-08-26 16:15:00+08:00,2025-08-26 16:30:00+08:00,"[39097.0, 37719.0, 36131.332, 34221.668, 32040.0, 29069.666, 26665.0, 23202.334]",17549.0
2025-08-26 16:30:00+08:00,2025-08-26 16:45:00+08:00,"[37719.0, 36131.332, 34221.668, 32040.0, 29069.666, 26665.0, 23202.334, 20355.0]",12077.0
2025-08-26 16:45:00+08:00,2025-08-26 17:00:00+08:00,"[36131.332, 34221.668, 32040.0, 29069.666, 26665.0, 23202.334, 20355.0, 17549.0]",12352.333
2025-08-26 17:00:00+08:00,2025-08-26 17:15:00+08:00,"[34221.668, 32040.0, 29069.666, 26665.0, 23202.334, 20355.0, 17549.0, 12077.0]",7684.0
2025-08-26 17:15:00+08:00,2025-08-26 17:30:00+08:00,"[32040.0, 29069.666, 26665.0, 23202.334, 20355.0, 17549.0, 12077.0, 12352.333]",1530.3334
2025-08-26 17:30:00+08:00,2025-08-26 17:45:00+08:00,"[29069.666, 26665.0, 23202.334, 20355.0, 17549.0, 12077.0, 12352.333, 7684.0]",2379.0
2025-08-26 17:45:00+08:00,2025-08-26 18:00:00+08:00,"[26665.0, 23202.334, 20355.0, 17549.0, 12077.0, 12352.333, 7684.0, 1530.3334]",591.0
2025-08-26 18:00:00+08:00,2025-08-26 18:15:00+08:00,"[23202.334, 20355.0, 17549.0, 12077.0, 12352.333, 7684.0, 1530.3334, 2379.0]",219.66667
2025-08-26 18:15:00+08:00,2025-08-26 18:30:00+08:00,"[20355.0, 17549.0, 12077.0, 12352.333, 7684.0, 1530.3334, 2379.0, 591.0]",98.666664
2025-08-27 08:00:00+08:00,2025-08-27 08:15:00+08:00,"[166.33333, 735.3333, 2141.3333, 4315.3335, 6019.3335, 9313.667, 11577.0, 15065.333]",22181.334
2025-08-27 08:15:00+08:00,2025-08-27 08:30:00+08:00,"[735.3333, 2141.3333, 4315.3335, 6019.3335, 9313.667, 11577.0, 15065.333, 19013.666]",25182.0
2025-08-27 08:30:00+08:00,2025-08-27 08:45:00+08:00,"[2141.3333, 4315.3335, 6019.3335, 9313.667, 11577.0, 15065.333, 19013.666, 22181.334]",27153.666
2025-08-27 08:45:00+08:00,2025-08-27 09:00:00+08:00,"[4315.3335, 6019.3335, 9313.667, 11577.0, 15065.333, 19013.666, 22181.334, 25182.0]",31382.334
2025-08-27 09:00:00+08:00,2025-08-27 09:15:00+08:00,"[6019.3335, 9313.667, 11577.0, 15065.333, 19013.666, 22181.334, 25182.0, 27153.666]",32573.666
2025-08-27 09:15:00+08:00,2025-08-27 09:30:00+08:00,"[9313.667, 11577.0, 15065.333, 19013.666, 22181.334, 25182.0, 27153.666, 31382.334]",35730.332
2025-08-27 09:30:00+08:00,2025-08-27 09:45:00+08:00,"[11577.0, 15065.333, 19013.666, 22181.334, 25182.0, 27153.666, 31382.334, 32573.666]",20374.666
2025-08-27 09:45:00+08:00,2025-08-27 10:00:00+08:00,"[15065.333, 19013.666, 22181.334, 25182.0, 27153.666, 31382.334, 32573.666, 35730.332]",25219.666
2025-08-27 10:00:00+08:00,2025-08-27 10:15:00+08:00,"[19013.666, 22181.334, 25182.0, 27153.666, 31382.334, 32573.666, 35730.332, 20374.666]",31707.666
2025-08-27 10:15:00+08:00,2025-08-27 10:30:00+08:00,"[22181.334, 25182.0, 27153.666, 31382.334, 32573.666, 35730.332, 20374.666, 25219.666]",37414.0
2025-08-27 10:30:00+08:00,2025-08-27 10:45:00+08:00,"[25182.0, 27153.666, 31382.334, 32573.666, 35730.332, 20374.666, 25219.666, 31707.666]",41361.332
2025-08-27 10:45:00+08:00,2025-08-27 11:00:00+08:00,"[27153.666, 31382.334, 32573.666, 35730.332, 20374.666, 25219.666, 31707.666, 37414.0]",44900.332
2025-08-27 11:00:00+08:00,2025-08-27 11:15:00+08:00,"[31382.334, 32573.666, 35730.332, 20374.666, 25219.666, 31707.666, 37414.0, 41361.332]",48445.332
2025-08-27 11:15:00+08:00,2025-08-27 11:30:00+08:00,"[32573.666, 35730.332, 20374.666, 25219.666, 31707.666, 37414.0, 41361.332, 44900.332]",46636.332
2025-08-27 11:30:00+08:00,2025-08-27 11:45:00+08:00,"[35730.332, 20374.666, 25219.666, 31707.666, 37414.0, 41361.332, 44900.332, 48445.332]",43544.668
2025-08-27 11:45:00+08:00,2025-08-27 12:00:00+08:00,"[20374.666, 25219.666, 31707.666, 37414.0, 41361.332, 44900.332, 48445.332, 46636.332]",33374.332
2025-08-27 12:00:00+08:00,2025-08-27 12:15:00+08:00,"[25219.666, 31707.666, 37414.0, 41361.332, 44900.332, 48445.332, 46636.332, 43544.668]",28368.666
2025-08-27 12:15:00+08:00,2025-08-27 12:30:00+08:00,"[31707.666, 37414.0, 41361.332, 44900.332, 48445.332, 46636.332, 43544.668, 33374.332]",28184.334
2025-08-27 12:30:00+08:00,2025-08-27 12:45:00+08:00,"[37414.0, 41361.332, 44900.332, 48445.332, 46636.332, 43544.668, 33374.332, 28368.666]",30629.0
2025-08-27 12:45:00+08:00,2025-08-27 13:00:00+08:00,"[41361.332, 44900.332, 48445.332, 46636.332, 43544.668, 33374.332, 28368.666, 28184.334]",49262.0
2025-08-27 13:00:00+08:00,2025-08-27 13:15:00+08:00,"[44900.332, 48445.332, 46636.332, 43544.668, 33374.332, 28368.666, 28184.334, 30629.0]",46361.668
2025-08-27 13:15:00+08:00,2025-08-27 13:30:00+08:00,"[48445.332, 46636.332, 43544.668, 33374.332, 28368.666, 28184.334, 30629.0, 49262.0]",30288.0
2025-08-27 13:30:00+08:00,2025-08-27 13:45:00+08:00,"[46636.332, 43544.668, 33374.332, 28368.666, 28184.334, 30629.0, 49262.0, 46361.668]",29112.334
2025-08-27 13:45:00+08:00,2025-08-27 14:00:00+08:00,"[43544.668, 33374.332, 28368.666, 28184.334, 30629.0, 49262.0, 46361.668, 30288.0]",35582.332
2025-08-27 14:00:00+08:00,2025-08-27 14:15:00+08:00,"[33374.332, 28368.666, 28184.334, 30629.0, 49262.0, 46361.668, 30288.0, 29112.334]",41742.332
2025-08-27 14:15:00+08:00,2025-08-27 14:30:00+08:00,"[28368.666, 28184.334, 30629.0, 49262.0, 46361.668, 30288.0, 29112.334, 35582.332]",39141.332
2025-08-27 14:30:00+08:00,2025-08-27 14:45:00+08:00,"[28184.334, 30629.0, 49262.0, 46361.668, 30288.0, 29112.334, 35582.332, 41742.332]",32012.666
2025-08-27 14:45:00+08:00,2025-08-27 15:00:00+08:00,"[30629.0, 49262.0, 46361.668, 30288.0, 29112.334, 35582.332, 41742.332, 39141.332]",32394.0
2025-08-27 15:00:00+08:00,2025-08-27 15:15:00+08:00,"[49262.0, 46361.668, 30288.0, 29112.334, 35582.332, 41742.332, 39141.332, 32012.666]",26422.334
2025-08-27 15:15:00+08:00,2025-08-27 15:30:00+08:00,"[46361.668, 30288.0, 29112.334, 35582.332, 41742.332, 39141.332, 32012.666, 32394.0]",32216.0
2025-08-27 15:30:00+08:00,2025-08-27 15:45:00+08:00,"[30288.0, 29112.334, 35582.332, 41742.332, 39141.332, 32012.666, 32394.0, 26422.334]",25753.334
2025-08-27 15:45:00+08:00,2025-08-27 16:00:00+08:00,"[29112.334, 35582.332, 41742.332, 39141.332, 32012.666, 32394.0, 26422.334, 32216.0]",24764.334
2025-08-27 16:00:00+08:00,2025-08-27 16:15:00+08:00,"[35582.332, 41742.332, 39141.332, 32012.666, 32394.0, 26422.334, 32216.0, 25753.334]",22225.666
2025-08-27 16:15:00+08:00,2025-08-27 16:30:00+08:00,"[41742.332, 39141.332, 32012.666, 32394.0, 26422.334, 32216.0, 25753.334, 24764.334]",19823.0
2025-08-27 16:30:00+08:00,2025-08-27 16:45:00+08:00,"[39141.332, 32012.666, 32394.0, 26422.334, 32216.0, 25753.334, 24764.334, 22225.666]",15830.0
2025-08-27 16:45:00+08:00,2025-08-27 17:00:00+08:00,"[32012.666, 32394.0, 26422.334, 32216.0, 25753.334, 24764.334, 22225.666, 19823.0]",12133.333
2025-08-27 17:00:00+08:00,2025-08-27 17:15:00+08:00,"[32394.0, 26422.334, 32216.0, 25753.334, 24764.334, 22225.666, 19823.0, 15830.0]",8413.333
2025-08-27 17:15:00+08:00,2025-08-27 17:30:00+08:00,"[26422.334, 32216.0, 25753.334, 24764.334, 22225.666, 19823.0, 15830.0, 12133.333]",6728.6665
2025-08-27 17:30:00+08:00,2025-08-27 17:45:00+08:00,"[32216.0, 25753.334, 24764.334, 22225.666, 19823.0, 15830.0, 12133.333, 8413.333]",4227.6665
2025-08-27 17:45:00+08:00,2025-08-27 18:00:00+08:00,"[25753.334, 24764.334, 22225.666, 19823.0, 15830.0, 12133.333, 8413.333, 6728.6665]",1145.6666
2025-08-27 18:00:00+08:00,2025-08-27 18:15:00+08:00,"[24764.334, 22225.666, 19823.0, 15830.0, 12133.333, 8413.333, 6728.6665, 4227.6665]",126.666664
2025-08-27 18:15:00+08:00,2025-08-27 18:30:00+08:00,"[22225.666, 19823.0, 15830.0, 12133.333, 8413.333, 6728.6665, 4227.6665, 1145.6666]",82.0
2025-08-28 08:00:00+08:00,2025-08-28 08:15:00+08:00,"[210.33333, 928.6667, 2122.0, 3152.3333, 4073.0, 5252.6665, 8486.667, 7509.6665]",11023.667
2025-08-28 08:15:00+08:00,2025-08-28 08:30:00+08:00,"[928.6667, 2122.0, 3152.3333, 4073.0, 5252.6665, 8486.667, 7509.6665, 10718.333]",8717.333
2025-08-28 08:30:00+08:00,2025-08-28 08:45:00+08:00,"[2122.0, 3152.3333, 4073.0, 5252.6665, 8486.667, 7509.6665, 10718.333, 11023.667]",11809.667
2025-08-28 08:45:00+08:00,2025-08-28 09:00:00+08:00,"[3152.3333, 4073.0, 5252.6665, 8486.667, 7509.6665, 10718.333, 11023.667, 8717.333]",6347.6665
2025-08-28 09:00:00+08:00,2025-08-28 09:15:00+08:00,"[4073.0, 5252.6665, 8486.667, 7509.6665, 10718.333, 11023.667, 8717.333, 11809.667]",8545.0
2025-08-28 09:15:00+08:00,2025-08-28 09:30:00+08:00,"[5252.6665, 8486.667, 7509.6665, 10718.333, 11023.667, 8717.333, 11809.667, 6347.6665]",15202.0
2025-08-28 09:30:00+08:00,2025-08-28 09:45:00+08:00,"[8486.667, 7509.6665, 10718.333, 11023.667, 8717.333, 11809.667, 6347.6665, 8545.0]",14536.667
2025-08-28 09:45:00+08:00,2025-08-28 10:00:00+08:00,"[7509.6665, 10718.333, 11023.667, 8717.333, 11809.667, 6347.6665, 8545.0, 15202.0]",11795.0
2025-08-28 10:00:00+08:00,2025-08-28 10:15:00+08:00,"[10718.333, 11023.667, 8717.333, 11809.667, 6347.6665, 8545.0, 15202.0, 14536.667]",11947.667
2025-08-28 10:15:00+08:00,2025-08-28 10:30:00+08:00,"[11023.667, 8717.333, 11809.667, 6347.6665, 8545.0, 15202.0, 14536.667, 11795.0]",10357.333
2025-08-28 10:30:00+08:00,2025-08-28 10:45:00+08:00,"[8717.333, 11809.667, 6347.6665, 8545.0, 15202.0, 14536.667, 11795.0, 11947.667]",17863.334
2025-08-28 10:45:00+08:00,2025-08-28 11:00:00+08:00,"[11809.667, 6347.6665, 8545.0, 15202.0, 14536.667, 11795.0, 11947.667, 10357.333]",19230.334
2025-08-28 11:00:00+08:00,2025-08-28 11:15:00+08:00,"[6347.6665, 8545.0, 15202.0, 14536.667, 11795.0, 11947.667, 10357.333, 17863.334]",15616.333
2025-08-28 11:15:00+08:00,2025-08-28 11:30:00+08:00,"[8545.0, 15202.0, 14536.667, 11795.0, 11947.667, 10357.333, 17863.334, 19230.334]",17644.666
2025-08-28 11:30:00+08:00,2025-08-28 11:45:00+08:00,"[15202.0, 14536.667, 11795.0, 11947.667, 10357.333, 17863.334, 19230.334, 15616.333]",19696.334
2025-08-28 11:45:00+08:00,2025-08-28 12:00:00+08:00,"[14536.667, 11795.0, 11947.667, 10357.333, 17863.334, 19230.334, 15616.333, 17644.666]",16350.333
2025-08-28 12:00:00+08:00,2025-08-28 12:15:00+08:00,"[11795.0, 11947.667, 10357.333, 17863.334, 19230.334, 15616.333, 17644.666, 19696.334]",19334.0
2025-08-28 12:15:00+08:00,2025-08-28 12:30:00+08:00,"[11947.667, 10357.333, 17863.334, 19230.334, 15616.333, 17644.666, 19696.334, 16350.333]",20641.666
2025-08-28 12:30:00+08:00,2025-08-28 12:45:00+08:00,"[10357.333, 17863.334, 19230.334, 15616.333, 17644.666, 19696.334, 16350.333, 19334.0]",16991.334
2025-08-28 12:45:00+08:00,2025-08-28 13:00:00+08:00,"[17863.334, 19230.334, 15616.333, 17644.666, 19696.334, 16350.333, 19334.0, 20641.666]",21530.334
2025-08-28 13:00:00+08:00,2025-08-28 13:15:00+08:00,"[19230.334, 15616.333, 17644.666, 19696.334, 16350.333, 19334.0, 20641.666, 16991.334]",17449.334
