ts_anchor,ts_target,past_pv,target
2025-06-16 17:15:00+08:00,2025-06-16 17:30:00+08:00,"[6351.3335, 6040.0, 9579.333, 7207.0, 6502.0, 5115.6665, 5137.6665, 3555.6667]",2217.6667
2025-06-16 17:30:00+08:00,2025-06-16 17:45:00+08:00,"[6040.0, 9579.333, 7207.0, 6502.0, 5115.6665, 5137.6665, 3555.6667, 2676.0]",1514.0
2025-06-16 17:45:00+08:00,2025-06-16 18:00:00+08:00,"[9579.333, 7207.0, 6502.0, 5115.6665, 5137.6665, 3555.6667, 2676.0, 2217.6667]",2188.0
2025-06-16 18:00:00+08:00,2025-06-16 18:15:00+08:00,"[7207.0, 6502.0, 5115.6665, 5137.6665, 3555.6667, 2676.0, 2217.6667, 1514.0]",997.0
2025-06-16 18:15:00+08:00,2025-06-16 18:30:00+08:00,"[6502.0, 5115.6665, 5137.6665, 3555.6667, 2676.0, 2217.6667, 1514.0, 2188.0]",220.0
2025-06-16 18:30:00+08:00,2025-06-16 18:45:00+08:00,"[5115.6665, 5137.6665, 3555.6667, 2676.0, 2217.6667, 1514.0, 2188.0, 997.0]",57.333332
2025-06-17 10:30:00+08:00,2025-06-17 10:45:00+08:00,"[30.0, 94.333336, 295.0, 227.0, 146.66667, 391.33334, 3160.6667, 3338.0]",3587.6667
2025-06-17 10:45:00+08:00,2025-06-17 11:00:00+08:00,"[94.333336, 295.0, 227.0, 146.66667, 391.33334, 3160.6667, 3338.0, 3649.6667]",8557.667
2025-06-17 11:00:00+08:00,2025-06-17 11:15:00+08:00,"[295.0, 227.0, 146.66667, 391.33334, 3160.6667, 3338.0, 3649.6667, 3587.6667]",10398.333
2025-06-17 11:15:00+08:00,2025-06-17 11:30:00+08:00,"[227.0, 146.66667, 391.33334, 3160.6667, 3338.0, 3649.6667, 3587.6667, 8557.667]",15736.0
2025-06-17 11:30:00+08:00,2025-06-17 11:45:00+08:00,"[146.66667, 391.33334, 3160.6667, 3338.0, 3649.6667, 3587.6667, 8557.667, 10398.333]",12441.667
2025-06-17 11:45:00+08:00,2025-06-17 12:00:00+08:00,"[391.33334, 3160.6667, 3338.0, 3649.6667, 3587.6667, 8557.667, 10398.333, 15736.0]",5209.6665
2025-06-17 12:00:00+08:00,2025-06-17 12:15:00+08:00,"[3160.6667, 3338.0, 3649.6667, 3587.6667, 8557.667, 10398.333, 15736.0, 12441.667]",7818.6665
2025-06-17 12:15:00+08:00,2025-06-17 12:30:00+08:00,"[3338.0, 3649.6667, 3587.6667, 8557.667, 10398.333, 15736.0, 12441.667, 5209.6665]",10280.0
2025-06-17 12:30:00+08:00,2025-06-17 12:45:00+08:00,"[3649.6667, 3587.6667, 8557.667, 10398.333, 15736.0, 12441.667, 5209.6665, 7818.6665]",12759.0
2025-06-17 12:45:00+08:00,2025-06-17 13:00:00+08:00,"[3587.6667, 8557.667, 10398.333, 15736.0, 12441.667, 5209.6665, 7818.6665, 10280.0]",12932.333
2025-06-17 13:00:00+08:00,2025-06-17 13:15:00+08:00,"[8557.667, 10398.333, 15736.0, 12441.667, 5209.6665, 7818.6665, 10280.0, 12759.0]",15199.333
2025-06-17 13:15:00+08:00,2025-06-17 13:30:00+08:00,"[10398.333, 15736.0, 12441.667, 5209.6665, 7818.6665, 10280.0, 12759.0, 12932.333]",14876.0
2025-06-17 13:30:00+08:00,2025-06-17 13:45:00+08:00,"[15736.0, 12441.667, 5209.6665, 7818.6665, 10280.0, 12759.0, 12932.333, 15199.333]",18422.666
2025-06-17 13:45:00+08:00,2025-06-17 14:00:00+08:00,"[12441.667, 5209.6665, 7818.6665, 10280.0, 12759.0, 12932.333, 15199.333, 14876.0]",20440.0
2025-06-17 14:00:00+08:00,2025-06-17 14:15:00+08:00,"[5209.6665, 7818.6665, 10280.0, 12759.0, 12932.333, 15199.333, 14876.0, 18422.666]",19728.0
2025-06-17 14:15:00+08:00,2025-06-17 14:30:00+08:00,"[7818.6665, 10280.0, 12759.0, 12932.333, 15199.333, 14876.0, 18422.666, 20440.0]",6787.0
2025-06-17 14:30:00+08:00,2025-06-17 14:45:00+08:00,"[10280.0, 12759.0, 12932.333, 15199.333, 14876.0, 18422.666, 20440.0, 19728.0]",5119.0
2025-06-17 14:45:00+08:00,2025-06-17 15:00:00+08:00,"[12759.0, 12932.333, 15199.333, 14876.0, 18422.666, 20440.0, 19728.0, 6787.0]",2549.6667
2025-06-17 15:00:00+08:00,2025-06-17 15:15:00+08:00,"[12932.333, 15199.333, 14876.0, 18422.666, 20440.0, 19728.0, 6787.0, 5119.0]",1683.3334
2025-06-17 15:15:00+08:00,2025-06-17 15:30:00+08:00,"[15199.333, 14876.0, 18422.666, 20440.0, 19728.0, 6787.0, 5119.0, 2549.6667]",1251.0
2025-06-17 15:30:00+08:00,2025-06-17 15:45:00+08:00,"[14876.0, 18422.666, 20440.0, 19728.0, 6787.0, 5119.0, 2549.6667, 1683.3334]",1254.3334
2025-06-17 15:45:00+08:00,2025-06-17 16:00:00+08:00,"[18422.666, 20440.0, 19728.0, 6787.0, 5119.0, 2549.6667, 1683.3334, 1251.0]",1811.3334
2025-06-17 16:00:00+08:00,2025-06-17 16:15:00+08:00,"[20440.0, 19728.0, 6787.0, 5119.0, 2549.6667, 1683.3334, 1251.0, 1254.3334]",1360.3334
2025-06-17 16:15:00+08:00,2025-06-17 16:30:00+08:00,"[19728.0, 6787.0, 5119.0, 2549.6667, 1683.3334, 1251.0, 1254.3334, 1811.3334]",858.6667
2025-06-17 16:30:00+08:00,2025-06-17 16:45:00+08:00,"[6787.0, 5119.0, 2549.6667, 1683.3334, 1251.0, 1254.3334, 1811.3334, 1360.3334]",833.6667
2025-06-17 16:45:00+08:00,2025-06-17 17:00:00+08:00,"[5119.0, 2549.6667, 1683.3334, 1251.0, 1254.3334, 1811.3334, 1360.3334, 858.6667]",685.6667
2025-06-17 17:00:00+08:00,2025-06-17 17:15:00+08:00,"[2549.6667, 1683.3334, 1251.0, 1254.3334, 1811.3334, 1360.3334, 858.6667, 833.6667]",664.3333
2025-06-17 17:15:00+08:00,2025-06-17 17:30:00+08:00,"[1683.3334, 1251.0, 1254.3334, 1811.3334, 1360.3334, 858.6667, 833.6667, 685.6667]",821.0
2025-06-17 17:30:00+08:00,2025-06-17 17:45:00+08:00,"[1251.0, 1254.3334, 1811.3334, 1360.3334, 858.6667, 833.6667, 685.6667, 664.3333]",1988.0
2025-06-17 17:45:00+08:00,2025-06-17 18:00:00+08:00,"[1254.3334, 1811.3334, 1360.3334, 858.6667, 833.6667, 685.6667, 664.3333, 821.0]",1140.0
2025-06-17 18:00:00+08:00,2025-06-17 18:15:00+08:00,"[1811.3334, 1360.3334, 858.6667, 833.6667, 685.6667, 664.3333, 821.0, 1988.0]",105.0
2025-06-18 07:45:00+08:00,2025-06-18 08:00:00+08:00,"[152.33333, 733.3333, 2620.6667, 4010.3333, 6991.3335, 10557.667, 7991.6665, 9907.0]",14295.667
2025-06-18 08:00:00+08:00,2025-06-18 08:15:00+08:00,"[733.3333, 2620.6667, 4010.3333, 6991.3335, 10557.667, 7991.6665, 9907.0, 12860.333]",15440.333
2025-06-18 08:15:00+08:00,2025-06-18 08:30:00+08:00,"[2620.6667, 4010.3333, 6991.3335, 10557.667, 7991.6665, 9907.0, 12860.333, 14295.667]",18120.334
2025-06-18 08:30:00+08:00,2025-06-18 08:45:00+08:00,"[4010.3333, 6991.3335, 10557.667, 7991.6665, 9907.0, 12860.333, 14295.667, 15440.333]",31824.334
2025-06-18 08:45:00+08:00,2025-06-18 09:00:00+08:00,"[6991.3335, 10557.667, 7991.6665, 9907.0, 12860.333, 14295.667, 15440.333, 18120.334]",46559.0
2025-06-18 09:00:00+08:00,2025-06-18 09:15:00+08:00,"[10557.667, 7991.6665, 9907.0, 12860.333, 14295.667, 15440.333, 18120.334, 31824.334]",32257.0
2025-06-18 09:15:00+08:00,2025-06-18 09:30:00+08:00,"[7991.6665, 9907.0, 12860.333, 14295.667, 15440.333, 18120.334, 31824.334, 46559.0]",32918.0
2025-06-18 09:30:00+08:00,2025-06-18 09:45:00+08:00,"[9907.0, 12860.333, 14295.667, 15440.333, 18120.334, 31824.334, 46559.0, 32257.0]",26443.666
2025-06-18 09:45:00+08:00,2025-06-18 10:00:00+08:00,"[12860.333, 14295.667, 15440.333, 18120.334, 31824.334, 46559.0, 32257.0, 32918.0]",28219.666
2025-06-18 10:00:00+08:00,2025-06-18 10:15:00+08:00,"[14295.667, 15440.333, 18120.334, 31824.334, 46559.0, 32257.0, 32918.0, 26443.666]",28694.334
2025-06-18 10:15:00+08:00,2025-06-18 10:30:00+08:00,"[15440.333, 18120.334, 31824.334, 46559.0, 32257.0, 32918.0, 26443.666, 28219.666]",31603.666
2025-06-18 10:30:00+08:00,2025-06-18 10:45:00+08:00,"[18120.334, 31824.334, 46559.0, 32257.0, 32918.0, 26443.666, 28219.666, 28694.334]",31993.334
2025-06-18 10:45:00+08:00,2025-06-18 11:00:00+08:00,"[31824.334, 46559.0, 32257.0, 32918.0, 26443.666, 28219.666, 28694.334, 31603.666]",21122.0
2025-06-18 11:00:00+08:00,2025-06-18 11:15:00+08:00,"[46559.0, 32257.0, 32918.0, 26443.666, 28219.666, 28694.334, 31603.666, 31993.334]",22991.666
2025-06-18 11:15:00+08:00,2025-06-18 11:30:00+08:00,"[32257.0, 32918.0, 26443.666, 28219.666, 28694.334, 31603.666, 31993.334, 21122.0]",31627.334
2025-06-18 11:30:00+08:00,2025-06-18 11:45:00+08:00,"[32918.0, 26443.666, 28219.666, 28694.334, 31603.666, 31993.334, 21122.0, 22991.666]",34148.332
2025-06-18 11:45:00+08:00,2025-06-18 12:00:00+08:00,"[26443.666, 28219.666, 28694.334, 31603.666, 31993.334, 21122.0, 22991.666, 31627.334]",34829.332
2025-06-18 12:00:00+08:00,2025-06-18 12:15:00+08:00,"[28219.666, 28694.334, 31603.666, 31993.334, 21122.0, 22991.666, 31627.334, 34148.332]",42915.0
2025-06-18 12:15:00+08:00,2025-06-18 12:30:00+08:00,"[28694.334, 31603.666, 31993.334, 21122.0, 22991.666, 31627.334, 34148.332, 34829.332]",28931.666
2025-06-18 12:30:00+08:00,2025-06-18 12:45:00+08:00,"[31603.666, 31993.334, 21122.0, 22991.666, 31627.334, 34148.332, 34829.332, 42915.0]",25334.0
2025-06-18 12:45:00+08:00,2025-06-18 13:00:00+08:00,"[31993.334, 21122.0, 22991.666, 31627.334, 34148.332, 34829.332, 42915.0, 28931.666]",17683.666
2025-06-18 13:00:00+08:00,2025-06-18 13:15:00+08:00,"[21122.0, 22991.666, 31627.334, 34148.332, 34829.332, 42915.0, 28931.666, 25334.0]",17607.666
2025-06-18 13:15:00+08:00,2025-06-18 13:30:00+08:00,"[22991.666, 31627.334, 34148.332, 34829.332, 42915.0, 28931.666, 25334.0, 17683.666]",17547.666
2025-06-18 13:30:00+08:00,2025-06-18 13:45:00+08:00,"[31627.334, 34148.332, 34829.332, 42915.0, 28931.666, 25334.0, 17683.666, 17607.666]",21789.334
2025-06-18 13:45:00+08:00,2025-06-18 14:00:00+08:00,"[34148.332, 34829.332, 42915.0, 28931.666, 25334.0, 17683.666, 17607.666, 17547.666]",15066.0
2025-06-18 14:00:00+08:00,2025-06-18 14:15:00+08:00,"[34829.332, 42915.0, 28931.666, 25334.0, 17683.666, 17607.666, 17547.666, 21789.334]",14436.667
2025-06-18 14:15:00+08:00,2025-06-18 14:30:00+08:00,"[42915.0, 28931.666, 25334.0, 17683.666, 17607.666, 17547.666, 21789.334, 15066.0]",14686.333
2025-06-18 14:30:00+08:00,2025-06-18 14:45:00+08:00,"[28931.666, 25334.0, 17683.666, 17607.666, 17547.666, 21789.334, 15066.0, 14436.667]",20660.666
2025-06-18 14:45:00+08:00,2025-06-18 15:00:00+08:00,"[25334.0, 17683.666, 17607.666, 17547.666, 21789.334, 15066.0, 14436.667, 14686.333]",30632.666
2025-06-18 15:00:00+08:00,2025-06-18 15:15:00+08:00,"[17683.666, 17607.666, 17547.666, 21789.334, 15066.0, 14436.667, 14686.333, 20660.666]",38617.0
2025-06-18 15:15:00+08:00,2025-06-18 15:30:00+08:00,"[17607.666, 17547.666, 21789.334, 15066.0, 14436.667, 14686.333, 20660.666, 30632.666]",20847.0
2025-06-18 15:30:00+08:00,2025-06-18 15:45:00+08:00,"[17547.666, 21789.334, 15066.0, 14436.667, 14686.333, 20660.666, 30632.666, 38617.0]",11436.667
2025-06-18 15:45:00+08:00,2025-06-18 16:00:00+08:00,"[21789.334, 15066.0, 14436.667, 14686.333, 20660.666, 30632.666, 38617.0, 20847.0]",19424.334
2025-06-18 16:00:00+08:00,2025-06-18 16:15:00+08:00,"[15066.0, 14436.667, 14686.333, 20660.666, 30632.666, 38617.0, 20847.0, 11436.667]",18151.666
2025-06-18 16:15:00+08:00,2025-06-18 16:30:00+08:00,"[14436.667, 14686.333, 20660.666, 30632.666, 38617.0, 20847.0, 11436.667, 19424.334]",13361.0
2025-06-18 16:30:00+08:00,2025-06-18 16:45:00+08:00,"[14686.333, 20660.666, 30632.666, 38617.0, 20847.0, 11436.667, 19424.334, 18151.666]",13159.333
2025-06-18 16:45:00+08:00,2025-06-18 17:00:00+08:00,"[20660.666, 30632.666, 38617.0, 20847.0, 11436.667, 19424.334, 18151.666, 13361.0]",5793.6665
2025-06-18 17:00:00+08:00,2025-06-18 17:15:00+08:00,"[30632.666, 38617.0, 20847.0, 11436.667, 19424.334, 18151.666, 13361.0, 13159.333]",3516.0
2025-06-18 17:15:00+08:00,2025-06-18 17:30:00+08:00,"[38617.0, 20847.0, 11436.667, 19424.334, 18151.666, 13361.0, 13159.333, 5793.6665]",4133.6665
2025-06-18 17:30:00+08:00,2025-06-18 17:45:00+08:00,"[20847.0, 11436.667, 19424.334, 18151.666, 13361.0, 13159.333, 5793.6665, 3516.0]",4106.6665
2025-06-18 17:45:00+08:00,2025-06-18 18:00:00+08:00,"[11436.667, 19424.334, 18151.666, 13361.0, 13159.333, 5793.6665, 3516.0, 4133.6665]",3079.3333
2025-06-18 18:00:00+08:00,2025-06-18 18:15:00+08:00,"[19424.334, 18151.666, 13361.0, 13159.333, 5793.6665, 3516.0, 4133.6665, 4106.6665]",1447.0
2025-06-18 18:15:00+08:00,2025-06-18 18:30:00+08:00,"[18151.666, 13361.0, 13159.333, 5793.6665, 3516.0, 4133.6665, 4106.6665, 3079.3333]",413.33334
2025-06-18 18:30:00+08:00,2025-06-18 18:45:00+08:00,"[13361.0, 13159.333, 5793.6665, 3516.0, 4133.6665, 4106.6665, 3079.3333, 1447.0]",96.0
2025-06-19 07:45:00+08:00,2025-06-19 08:00:00+08:00,"[261.66666, 686.0, 1102.3334, 2775.0, 5665.3335, 4435.0, 7008.0, 4450.6665]",9747.333
2025-06-19 08:00:00+08:00,2025-06-19 08:15:00+08:00,"[686.0, 1102.3334, 2775.0, 5665.3335, 4435.0, 7008.0, 4450.6665, 7386.6665]",14570.333
2025-06-19 08:15:00+08:00,2025-06-19 08:30:00+08:00,"[1102.3334, 2775.0, 5665.3335, 4435.0, 7008.0, 4450.6665, 7386.6665, 9747.333]",6594.6665
2025-06-19 08:30:00+08:00,2025-06-19 08:45:00+08:00,"[2775.0, 5665.3335, 4435.0, 7008.0, 4450.6665, 7386.6665, 9747.333, 14570.333]",23217.0
2025-06-19 08:45:00+08:00,2025-06-19 09:00:00+08:00,"[5665.3335, 4435.0, 7008.0, 4450.6665, 7386.6665, 9747.333, 14570.333, 6594.6665]",19645.334
2025-06-19 09:00:00+08:00,2025-06-19 09:15:00+08:00,"[4435.0, 7008.0, 4450.6665, 7386.6665, 9747.333, 14570.333, 6594.6665, 23217.0]",18212.666
2025-06-19 09:15:00+08:00,2025-06-19 09:30:00+08:00,"[7008.0, 4450.6665, 7386.6665, 9747.333, 14570.333, 6594.6665, 23217.0, 19645.334]",25975.334
2025-06-19 09:30:00+08:00,2025-06-19 09:45:00+08:00,"[4450.6665, 7386.6665, 9747.333, 14570.333, 6594.6665, 23217.0, 19645.334, 18212.666]",33434.0
2025-06-19 09:45:00+08:00,2025-06-19 10:00:00+08:00,"[7386.6665, 9747.333, 14570.333, 6594.6665, 23217.0, 19645.334, 18212.666, 25975.334]",18507.334
2025-06-19 10:00:00+08:00,2025-06-19 10:15:00+08:00,"[9747.333, 14570.333, 6594.6665, 23217.0, 19645.334, 18212.666, 25975.334, 33434.0]",28954.334
2025-06-19 10:15:00+08:00,2025-06-19 10:30:00+08:00,"[14570.333, 6594.6665, 23217.0, 19645.334, 18212.666, 25975.334, 33434.0, 18507.334]",30741.334
2025-06-19 10:30:00+08:00,2025-06-19 10:45:00+08:00,"[6594.6665, 23217.0, 19645.334, 18212.666, 25975.334, 33434.0, 18507.334, 28954.334]",23090.0
2025-06-19 10:45:00+08:00,2025-06-19 11:00:00+08:00,"[23217.0, 19645.334, 18212.666, 25975.334, 33434.0, 18507.334, 28954.334, 30741.334]",30743.334
2025-06-19 11:00:00+08:00,2025-06-19 11:15:00+08:00,"[19645.334, 18212.666, 25975.334, 33434.0, 18507.334, 28954.334, 30741.334, 23090.0]",26835.0
2025-06-19 11:15:00+08:00,2025-06-19 11:30:00+08:00,"[18212.666, 25975.334, 33434.0, 18507.334, 28954.334, 30741.334, 23090.0, 30743.334]",33316.0
2025-06-19 11:30:00+08:00,2025-06-19 11:45:00+08:00,"[25975.334, 33434.0, 18507.334, 28954.334, 30741.334, 23090.0, 30743.334, 26835.0]",34958.332
2025-06-19 11:45:00+08:00,2025-06-19 12:00:00+08:00,"[33434.0, 18507.334, 28954.334, 30741.334, 23090.0, 30743.334, 26835.0, 33316.0]",32088.666
2025-06-19 12:00:00+08:00,2025-06-19 12:15:00+08:00,"[18507.334, 28954.334, 30741.334, 23090.0, 30743.334, 26835.0, 33316.0, 34958.332]",14437.333
2025-06-19 12:15:00+08:00,2025-06-19 12:30:00+08:00,"[28954.334, 30741.334, 23090.0, 30743.334, 26835.0, 33316.0, 34958.332, 32088.666]",15346.333
2025-06-19 12:30:00+08:00,2025-06-19 12:45:00+08:00,"[30741.334, 23090.0, 30743.334, 26835.0, 33316.0, 34958.332, 32088.666, 14437.333]",22587.666
2025-06-19 12:45:00+08:00,2025-06-19 13:00:00+08:00,"[23090.0, 30743.334, 26835.0, 33316.0, 34958.332, 32088.666, 14437.333, 15346.333]",28452.666
2025-06-19 13:00:00+08:00,2025-06-19 13:15:00+08:00,"[30743.334, 26835.0, 33316.0, 34958.332, 32088.666, 14437.333, 15346.333, 22587.666]",37417.668
2025-06-19 13:15:00+08:00,2025-06-19 13:30:00+08:00,"[26835.0, 33316.0, 34958.332, 32088.666, 14437.333, 15346.333, 22587.666, 28452.666]",54902.332
2025-06-19 13:30:00+08:00,2025-06-19 13:45:00+08:00,"[33316.0, 34958.332, 32088.666, 14437.333, 15346.333, 22587.666, 28452.666, 37417.668]",16751.666
2025-06-19 13:45:00+08:00,2025-06-19 14:00:00+08:00,"[34958.332, 32088.666, 14437.333, 15346.333, 22587.666, 28452.666, 37417.668, 54902.332]",43988.668
2025-06-19 14:00:00+08:00,2025-06-19 14:15:00+08:00,"[32088.666, 14437.333, 15346.333, 22587.666, 28452.666, 37417.668, 54902.332, 16751.666]",39265.668
2025-06-19 14:15:00+08:00,2025-06-19 14:30:00+08:00,"[14437.333, 15346.333, 22587.666, 28452.666, 37417.668, 54902.332, 16751.666, 43988.668]",25691.334
2025-06-19 14:30:00+08:00,2025-06-19 14:45:00+08:00,"[15346.333, 22587.666, 28452.666, 37417.668, 54902.332, 16751.666, 43988.668, 39265.668]",25198.0
2025-06-19 14:45:00+08:00,2025-06-19 15:00:00+08:00,"[22587.666, 28452.666, 37417.668, 54902.332, 16751.666, 43988.668, 39265.668, 25691.334]",23134.666
2025-06-19 15:00:00+08:00,2025-06-19 15:15:00+08:00,"[28452.666, 37417.668, 54902.332, 16751.666, 43988.668, 39265.668, 25691.334, 25198.0]",26192.0
2025-06-19 15:15:00+08:00,2025-06-19 15:30:00+08:00,"[37417.668, 54902.332, 16751.666, 43988.668, 39265.668, 25691.334, 25198.0, 23134.666]",16824.666
2025-06-19 15:30:00+08:00,2025-06-19 15:45:00+08:00,"[54902.332, 16751.666, 43988.668, 39265.668, 25691.334, 25198.0, 23134.666, 26192.0]",15253.333
2025-06-19 15:45:00+08:00,2025-06-19 16:00:00+08:00,"[16751.666, 43988.668, 39265.668, 25691.334, 25198.0, 23134.666, 26192.0, 16824.666]",12182.0
2025-06-19 16:00:00+08:00,2025-06-19 16:15:00+08:00,"[43988.668, 39265.668, 25691.334, 25198.0, 23134.666, 26192.0, 16824.666, 15253.333]",9919.0
2025-06-19 16:15:00+08:00,2025-06-19 16:30:00+08:00,"[39265.668, 25691.334, 25198.0, 23134.666, 26192.0, 16824.666, 15253.333, 12182.0]",7836.3335
2025-06-19 16:30:00+08:00,2025-06-19 16:45:00+08:00,"[25691.334, 25198.0, 23134.666, 26192.0, 16824.666, 15253.333, 12182.0, 9919.0]",6230.0
2025-06-19 16:45:00+08:00,2025-06-19 17:00:00+08:00,"[25198.0, 23134.666, 26192.0, 16824.666, 15253.333, 12182.0, 9919.0, 7836.3335]",4068.3333
2025-06-19 17:00:00+08:00,2025-06-19 17:15:00+08:00,"[23134.666, 26192.0, 16824.666, 15253.333, 12182.0, 9919.0, 7836.3335, 6230.0]",1431.3334
2025-06-19 17:15:00+08:00,2025-06-19 17:30:00+08:00,"[26192.0, 16824.666, 15253.333, 12182.0, 9919.0, 7836.3335, 6230.0, 4068.3333]",2686.3333
2025-06-19 17:30:00+08:00,2025-06-19 17:45:00+08:00,"[16824.666, 15253.333, 12182.0, 9919.0, 7836.3335, 6230.0, 4068.3333, 1431.3334]",4398.3335
2025-06-19 17:45:00+08:00,2025-06-19 18:00:00+08:00,"[15253.333, 12182.0, 9919.0, 7836.3335, 6230.0, 4068.3333, 1431.3334, 2686.3333]",3378.0
2025-06-19 18:00:00+08:00,2025-06-19 18:15:00+08:00,"[12182.0, 9919.0, 7836.3335, 6230.0, 4068.3333, 1431.3334, 2686.3333, 4398.3335]",2289.6667
2025-06-19 18:15:00+08:00,2025-06-19 18:30:00+08:00,"[9919.0, 7836.3335, 6230.0, 4068.3333, 1431.3334, 2686.3333, 4398.3335, 3378.0]",1068.6666
2025-06-19 18:30:00+08:00,2025-06-19 18:45:00+08:00,"[7836.3335, 6230.0, 4068.3333, 1431.3334, 2686.3333, 4398.3335, 3378.0, 2289.6667]",199.0
2025-06-20 07:30:00+08:00,2025-06-20 07:45:00+08:00,"[108.666664, 373.0, 1665.3334, 2573.6667, 4512.0, 11041.333, 11915.0, 13601.0]",5858.6665
2025-06-20 07:45:00+08:00,2025-06-20 08:00:00+08:00,"[373.0, 1665.3334, 2573.6667, 4512.0, 11041.333, 11915.0, 13601.0, 3967.6667]",8384.667
2025-06-20 08:00:00+08:00,2025-06-20 08:15:00+08:00,"[1665.3334, 2573.6667, 4512.0, 11041.333, 11915.0, 13601.0, 3967.6667, 5858.6665]",17928.0
2025-06-20 08:15:00+08:00,2025-06-20 08:30:00+08:00,"[2573.6667, 4512.0, 11041.333, 11915.0, 13601.0, 3967.6667, 5858.6665, 8384.667]",31413.666
2025-06-20 08:30:00+08:00,2025-06-20 08:45:00+08:00,"[4512.0, 11041.333, 11915.0, 13601.0, 3967.6667, 5858.6665, 8384.667, 17928.0]",33104.668
2025-06-20 08:45:00+08:00,2025-06-20 09:00:00+08:00,"[11041.333, 11915.0, 13601.0, 3967.6667, 5858.6665, 8384.667, 17928.0, 31413.666]",29195.666
2025-06-20 09:00:00+08:00,2025-06-20 09:15:00+08:00,"[11915.0, 13601.0, 3967.6667, 5858.6665, 8384.667, 17928.0, 31413.666, 33104.668]",14241.333
2025-06-20 09:15:00+08:00,2025-06-20 09:30:00+08:00,"[13601.0, 3967.6667, 5858.6665, 8384.667, 17928.0, 31413.666, 33104.668, 29195.666]",10475.667
2025-06-20 09:30:00+08:00,2025-06-20 09:45:00+08:00,"[3967.6667, 5858.6665, 8384.667, 17928.0, 31413.666, 33104.668, 29195.666, 14241.333]",9481.0
2025-06-20 09:45:00+08:00,2025-06-20 10:00:00+08:00,"[5858.6665, 8384.667, 17928.0, 31413.666, 33104.668, 29195.666, 14241.333, 10475.667]",10540.667
2025-06-20 10:00:00+08:00,2025-06-20 10:15:00+08:00,"[8384.667, 17928.0, 31413.666, 33104.668, 29195.666, 14241.333, 10475.667, 9481.0]",13817.333
2025-06-20 10:15:00+08:00,2025-06-20 10:30:00+08:00,"[17928.0, 31413.666, 33104.668, 29195.666, 14241.333, 10475.667, 9481.0, 10540.667]",12823.333
2025-06-20 10:30:00+08:00,2025-06-20 10:45:00+08:00,"[31413.666, 33104.668, 29195.666, 14241.333, 10475.667, 9481.0, 10540.667, 13817.333]",11522.333
2025-06-20 10:45:00+08:00,2025-06-20 11:00:00+08:00,"[33104.668, 29195.666, 14241.333, 10475.667, 9481.0, 10540.667, 13817.333, 12823.333]",7327.0
2025-06-20 11:00:00+08:00,2025-06-20 11:15:00+08:00,"[29195.666, 14241.333, 10475.667, 9481.0, 10540.667, 13817.333, 12823.333, 11522.333]",26072.0
2025-06-20 11:15:00+08:00,2025-06-20 11:30:00+08:00,"[14241.333, 10475.667, 9481.0, 10540.667, 13817.333, 12823.333, 11522.333, 7327.0]",27309.666
2025-06-20 11:30:00+08:00,2025-06-20 11:45:00+08:00,"[10475.667, 9481.0, 10540.667, 13817.333, 12823.333, 11522.333, 7327.0, 26072.0]",26699.666
2025-06-20 11:45:00+08:00,2025-06-20 12:00:00+08:00,"[9481.0, 10540.667, 13817.333, 12823.333, 11522.333, 7327.0, 26072.0, 27309.666]",35252.332
2025-06-20 12:00:00+08:00,2025-06-20 12:15:00+08:00,"[10540.667, 13817.333, 12823.333, 11522.333, 7327.0, 26072.0, 27309.666, 26699.666]",30992.0
2025-06-20 12:15:00+08:00,2025-06-20 12:30:00+08:00,"[13817.333, 12823.333, 11522.333, 7327.0, 26072.0, 27309.666, 26699.666, 35252.332]",27791.334
2025-06-20 12:30:00+08:00,2025-06-20 12:45:00+08:00,"[12823.333, 11522.333, 7327.0, 26072.0, 27309.666, 26699.666, 35252.332, 30992.0]",20347.666
2025-06-20 12:45:00+08:00,2025-06-20 13:00:00+08:00,"[11522.333, 7327.0, 26072.0, 27309.666, 26699.666, 35252.332, 30992.0, 27791.334]",35756.332
2025-06-20 13:00:00+08:00,2025-06-20 13:15:00+08:00,"[7327.0, 26072.0, 27309.666, 26699.666, 35252.332, 30992.0, 27791.334, 20347.666]",32170.666
2025-06-20 13:15:00+08:00,2025-06-20 13:30:00+08:00,"[26072.0, 27309.666, 26699.666, 35252.332, 30992.0, 27791.334, 20347.666, 35756.332]",20348.0
2025-06-20 13:30:00+08:00,2025-06-20 13:45:00+08:00,"[27309.666, 26699.666, 35252.332, 30992.0, 27791.334, 20347.666, 35756.332, 32170.666]",18860.334
2025-06-20 13:45:00+08:00,2025-06-20 14:00:00+08:00,"[26699.666, 35252.332, 30992.0, 27791.334, 20347.666, 35756.332, 32170.666, 20348.0]",20103.334
2025-06-20 14:00:00+08:00,2025-06-20 14:15:00+08:00,"[35252.332, 30992.0, 27791.334, 20347.666, 35756.332, 32170.666, 20348.0, 18860.334]",17274.666
2025-06-20 14:15:00+08:00,2025-06-20 14:30:00+08:00,"[30992.0, 27791.334, 20347.666, 35756.332, 32170.666, 20348.0, 18860.334, 20103.334]",13996.0
2025-06-20 14:30:00+08:00,2025-06-20 14:45:00+08:00,"[27791.334, 20347.666, 35756.332, 32170.666, 20348.0, 18860.334, 20103.334, 17274.666]",12866.333
