date,start_time,end_time,is_clear_sky,pv_clear_sky,image_clear_sky,pv_r2,csi_mae,pv_mae_w,pv_rmse_w,mean_target_csi,min_target_csi,max_target_csi,n_pv_samples,n_image_samples,blue_fraction_mean,blue_fraction_p10,gray_fraction_mean,gray_fraction_p90,bright_white_fraction_mean,mean_saturation,mean_value,notes
2026-03-15,08:00,17:59,False,False,True,0.9369009804726562,0.04417139386220437,1694.3489118422071,3249.6480884593384,0.6773525485198488,0.41416215001899254,0.7969209326016534,36,20,0.4023166712441637,0.00630321340291129,0.6476764625102993,0.9963856083493545,0.04961137050260917,0.1727770609781146,0.5752348273992538,auto rejected by SPM daily R2 or image color heuristic
2026-03-16,08:00,17:59,False,False,True,0.9009110739809888,0.04456815566457089,2324.849228745179,3637.9195819468932,0.6851430489332554,0.3240567154359784,0.8412045684088113,36,20,0.5368566327931886,0.3854984894259819,0.5080637187585828,0.6649931337544631,0.06003021148036254,0.23854082450270653,0.5805551916360855,auto rejected by SPM daily R2 or image color heuristic
2026-03-17,08:00,17:59,False,False,False,0.7434638521604786,0.05688063235215289,2397.017669408999,3596.637039207698,0.2762947131304625,0.05274432620922805,0.8787498554091671,36,20,0.1288478439989014,0.0,0.8718552595440814,1.0,0.041807195825322704,0.08834095811471343,0.6086153894662857,auto rejected by SPM daily R2 or image color heuristic
2026-03-18,08:00,17:59,False,False,True,0.970780614966758,0.023816497063206005,1156.6277735346105,1821.0793470633064,0.6744785127597225,0.47016534124229103,0.7950701146749455,36,20,0.433368580060423,0.30937105190881625,0.6198049986267509,0.7552375720955782,0.06814062070859654,0.18549757599830627,0.5643995493650437,auto rejected by SPM daily R2 or image color heuristic
2026-03-19,08:00,17:59,True,True,True,0.998286098140899,0.008195990729731454,338.1264223066855,427.05264803126323,0.6458387886264513,0.4606718292523347,0.7066039702067227,36,20,0.385870639934084,0.17254875034331227,0.6677808294424608,0.8840950288382313,0.07646113705026092,0.1633158925920725,0.5611226201057434,auto clear sky by SPM daily R2 and image color heuristic
2026-03-20,08:00,17:59,False,False,False,0.8932629752811008,0.011123327513075005,543.3952152489337,668.1001046238096,0.08250438214448849,0.027436628345022297,0.14011168763290435,34,20,0.003162592694314749,0.0,0.9996704202142268,1.0,0.00031172754737709426,0.032816896308213474,0.6460671275854111,auto rejected by SPM daily R2 or image color heuristic
2026-03-21,08:00,17:59,False,False,False,0.8867043860210309,0.011807093263137105,590.7147687845143,798.3193451363566,0.08116023562526814,0.0230956904965205,0.17599880389628395,36,20,0.00025954408129634716,0.0,0.9999986267508927,1.0,0.0014474045591870365,0.0314838495105505,0.6414280831813812,auto rejected by SPM daily R2 or image color heuristic
2026-03-22,08:00,17:59,False,False,False,0.8295939551642512,0.05994160994427905,3275.833859323772,4880.732355637381,0.4086006422913018,0.030381206101146842,0.671586383190947,35,20,0.23084729469925844,0.0,0.8016794836583356,1.0,0.05639522109310628,0.1151080934330821,0.5971858263015747,auto rejected by SPM daily R2 or image color heuristic
2026-03-23,08:00,17:59,False,False,False,0.8164442444094507,0.05959784544476058,3317.745730699293,5944.833464170771,0.5162764634296957,0.18598927609308746,0.8378952362855265,36,20,0.24958253227135402,0.0,0.7843298544355946,1.0,0.05461549024993134,0.1163993414491415,0.5895124971866608,auto rejected by SPM daily R2 or image color heuristic
2026-03-24,08:00,17:59,False,False,False,0.47437045441302217,0.12958817433364847,6414.369320467633,8190.1610535420505,0.3963564425209227,0.06162848235178308,0.7494468730682997,36,20,0.1293188684427355,0.0,0.8901798956330678,1.0,0.05998626750892612,0.08200746104121208,0.6072272479534149,auto rejected by SPM daily R2 or image color heuristic
